Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-1.8415,1.8923,1.9388,0,0,0,1189.8,1516.6,-1.4201E-16,3.7348E-15,1517.6,1.5653E-13,2.2082,0,0,0,0,0,0,package://solidworks2ros_try13/meshes/base_link.STL,0.65098,0.61961,0.58824,1,0,0,0,0,0,0,package://solidworks2ros_try13/meshes/base_link.STL,,Part3-1;Part3-2;Part3-4;Part3-3,Coordinate System3,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
fixed_link1,-1.905,1.8923,-0.010583,0,0,0,463.57,0.77054,8.9619E-16,1.1939E-15,560.97,2.4877E-16,561.34,0,0,0,0,0,0,package://solidworks2ros_try13/meshes/fixed_link1.STL,0.65098,0.61961,0.58824,1,0,0,0,0,0,0,package://solidworks2ros_try13/meshes/fixed_link1.STL,,Part2-1;Part2-2,Coordinate System4,,fixed_joint1,fixed,0.0635,0,3.9116,0,0,0,base_link,0,0,0,,,,,,,,,,,,
link_1,-0.0508,1.8923,0.075863,0,0,0,194.18,237.59,2.0843E-16,-4.0205E-18,0.381,6.3902E-14,237.48,0,0,0,0,0,0,package://solidworks2ros_try13/meshes/link_1.STL,0.65098,0.61961,0.58824,1,0,0,0,0,0,0,package://solidworks2ros_try13/meshes/link_1.STL,,Part1-2,Coordinate System4,Axis1,joint_1,prismatic,0,0,0,0,0,0,fixed_link1,1,0,0,100,0.5,0,3.5,,,,,,,,
link_2,0.0127,0.0635,-0.15487,0,0,0,199.99,6.1138,-1.1592E-16,-3.0278E-15,12.79,-1.015E-16,7.2159,0,0,0,0,0,0,package://solidworks2ros_try13/meshes/link_2.STL,0.65098,0.61961,0.58824,1,0,0,0,0,0,0,package://solidworks2ros_try13/meshes/link_2.STL,,Part4-1,Coordinate System9,Axis2,joint_2,prismatic,-0.0635,0.0635,0.0762,0,0,0,link_1,0,-1,0,100,0.5,0,3.5,,,,,,,,
